Silver,63000000
Graphite,330
Iron,10300000
Wood,0.0005
PET,0.000000000000000000001
Mercury,1020000
Copper,59600000
Gold,41100000
Aluminum,37700000
Zinc,16900000
Sea Water,4.8
Glass,0.000000000005
